transaction_id,account_id,amount,currency,date,description
t001654,10235,3522.98,MXN,2025-09-27,Payment #1654
t001655,3524,3247.3,CNY,2024-03-28,Refund #1655
t001656,1490,18253.23,AUD,2025-06-01,Charge #1656
t001657,5318,10601.63,USD,2025-02-08,Refund #1657
t001658,3031,14555.96,EUR,2025-10-02,Invoice #1658
t001659,8909,4932.52,GBP,2023-05-09,Refund #1659
t001660,7027,18710.89,GBP,2024-07-19,Payment #1660
t001661,9134,17660.05,USD,2023-04-25,Refund #1661
t001662,5636,19009.56,BRL,2024-05-07,Refund #1662
t001663,6787,3891.16,BRL,2025-01-14,Charge #1663
t001664,4070,18955.48,MXN,2024-03-15,Invoice #1664
t001665,7112,14858.3,AUD,2025-04-29,Charge #1665
t001666,9340,-3650.79,CNY,2024-12-30,Payment #1666
t001667,5941,19712.81,CNY,2023-07-07,Payment #1667
t001668,9237,5434.38,USD,2024-08-24,Invoice #1668
t001669,2302,6841.23,BRL,2024-11-06,Transfer #1669
t001670,8726,8978.89,EUR,2023-07-11,Transfer #1670
t001671,10488,6419.79,GBP,2024-04-01,Charge #1671
t001672,10110,4592.89,USD,2024-05-11,Payment #1672
t001673,7886,-4098.83,CNY,2025-11-26,Adjustment #1673
t001674,9951,3756.52,USD,2023-06-30,Payment #1674
t001675,7039,4295.14,CHF,2024-02-08,Adjustment #1675
t001676,2283,-2679.13,BRL,2024-02-24,Invoice #1676
t001677,1717,-955.91,JPY,2023-04-10,Payment #1677
t001678,4111,12149.31,GBP,2024-03-20,Adjustment #1678
t001679,8102,1074.84,CNY,2023-03-29,Invoice #1679
t001680,1040,11642.24,GBP,2025-07-05,Adjustment #1680
t001681,3779,18590.92,CAD,2025-12-26,Adjustment #1681
t001682,4462,8205.33,JPY,2025-07-10,Adjustment #1682
t001683,2628,13817.26,MXN,2025-07-16,Charge #1683
t001684,7623,1211.65,JPY,2023-10-04,Transfer #1684
t001685,1130,8591.94,JPY,2025-11-15,Transfer #1685
t001686,2519,-360.15,EUR,2025-04-08,Charge #1686
t001687,5786,7018.37,EUR,2025-04-25,Refund #1687
t001688,5503,16205.69,JPY,2025-08-06,Transfer #1688
t001689,10156,-146.89,EUR,2025-10-10,Adjustment #1689
t001690,8113,5161.63,AUD,2024-11-01,Adjustment #1690
t001691,2523,12077.48,CHF,2025-08-29,Charge #1691
t001692,5954,1815.65,CNY,2023-12-12,Refund #1692
t001693,7360,8161.86,CAD,2024-09-18,Refund #1693
t001694,7292,15386.19,GBP,2024-11-16,Invoice #1694
t001695,2505,15259.34,BRL,2025-06-14,Charge #1695
t001696,6095,11339.86,GBP,2024-07-25,Payment #1696
t001697,3501,10665.13,CNY,2023-01-23,Adjustment #1697
t001698,10263,15130.1,JPY,2025-03-06,Charge #1698
t001699,7854,11691.8,CHF,2023-05-11,Payment #1699
t001700,9811,not_a_number,EUR,2023-10-26,Invoice #1700
t001701,3235,1657.24,CHF,2025-10-01,Invoice #1701
t001702,4044,17582.9,GBP,2025-08-15,Invoice #1702
t001703,4775,7149.26,CHF,2024-07-06,Payment #1703
t001704,7338,11887.25,CAD,2024-02-22,Adjustment #1704
t001705,7778,7298.5,JPY,2025-12-02,Refund #1705
t001706,9123,7536.08,USD,2024-06-27,Refund #1706
t001707,6372,9603.04,BRL,2025-07-09,Transfer #1707
t001708,7544,11293.15,BRL,2025-07-31,Adjustment #1708
t001709,7314,9040.56,USD,2023-04-21,Refund #1709
t001710,6527,-3322.4,EUR,2025-03-21,Transfer #1710
t001711,8848,11291.46,JPY,2024-06-07,Adjustment #1711
t001712,5325,370.89,MXN,2024-04-04,Invoice #1712
t001713,8650,-4089.48,MXN,2023-08-08,Refund #1713
t001714,8118,3878.29,JPY,2024-06-02,Invoice #1714
t001715,1694,-3463.71,EUR,2023-06-29,Transfer #1715
t001716,9358,5782.34,JPY,2025-07-22,Transfer #1716
t001717,2635,16636.47,EUR,2023-04-14,Invoice #1717
t001718,6338,-2929.45,CNY,2023-07-09,Adjustment #1718
t001719,9646,3690.04,USD,2024-11-27,Charge #1719
t001720,7129,10683.74,GBP,2024-04-03,Refund #1720
t001721,9968,2987.61,CHF,2023-06-29,Transfer #1721
t001722,5311,19722.27,EUR,2024-01-16,Transfer #1722
t001723,10219,7517.61,AUD,2025-05-16,Charge #1723
t001724,4356,-345.83,AUD,2023-04-08,Refund #1724
t001725,3112,180.18,CHF,2023-07-16,Payment #1725
t001726,7590,-3986.07,CHF,2023-06-08,Transfer #1726
t001727,9046,-3919.56,BRL,2023-11-06,Invoice #1727
t001728,10882,-2961.96,JPY,2024-12-16,Charge #1728
t001729,5842,9509.47,MXN,2025-01-11,Adjustment #1729
t001730,10808,-4476.76,EUR,2025-08-26,Payment #1730
t001731,3953,3783.68,CNY,2025-05-29,Payment #1731
t001732,2853,15044.33,GBP,2024-10-10,Adjustment #1732
t001733,4175,-3881.32,USD,2025-09-18,Charge #1733
t001734,7002,-1912.43,USD,2025-05-26,Payment #1734
t001735,1178,9883.46,EUR,2023-10-14,Payment #1735
t001736,7578,8743.99,AUD,2024-08-11,Refund #1736
t001737,4296,15577.65,CAD,2024-08-01,Charge #1737
t001738,4920,19160.67,EUR,2023-03-31,Refund #1738
t001739,5028,-2932.88,EUR,2025-06-27,Refund #1739
t001740,5079,14996.25,EUR,2025-04-27,Charge #1740
t001741,7738,3784.75,USD,2023-12-26,Invoice #1741
t001742,4298,5042.65,MXN,2024-12-29,Refund #1742
t001743,9359,-4445.73,EUR,2024-05-28,Charge #1743
t001744,6339,3293.92,EUR,2025-05-12,Charge #1744
t001745,3275,17356.19,GBP,2025-04-09,Transfer #1745
t001746,8751,13684.74,EUR,2025-07-20,Transfer #1746
t001747,6146,-2181.63,USD,2024-12-30,Transfer #1747
t001748,8154,8746.48,USD,2025-05-22,Adjustment #1748
t001749,1045,2980.17,CAD,2023-05-26,Invoice #1749
t001750,2364,12445.61,CAD,2025-02-23,Charge #1750
t001751,10812,65.24,EUR,2024-05-08,Refund #1751
t001752,4075,9358.74,GBP,2024-04-18,Payment #1752
t001753,7072,1816.08,JPY,2024-10-16,Payment #1753
t001754,7859,3271.18,USD,2025-06-24,Adjustment #1754
t001755,5863,-291.36,CAD,2025-12-17,Invoice #1755
t001756,1526,-1302.36,EUR,2025-03-21,Transfer #1756
t001757,5343,5306.62,CHF,2024-11-15,Transfer #1757
t001758,6422,13480.39,CNY,2023-02-20,Invoice #1758
t001759,1566,2614.68,CAD,2024-10-23,Transfer #1759
t001760,5994,8609.33,USD,2024-10-09,Payment #1760
t001761,1818,10169.79,GBP,2024-08-05,Charge #1761
t001762,6981,13085.12,GBP,2025-05-03,Invoice #1762
t001763,4902,-4837.17,AUD,2025-01-24,Transfer #1763
t001764,5959,-162.31,USD,2023-01-06,Adjustment #1764
t001765,9852,17492.71,CAD,2025-04-10,Refund #1765
t001766,4823,6270.93,AUD,2023-03-09,Transfer #1766
t001767,3404,-2602.7,AUD,2023-01-22,Transfer #1767
t001768,5417,6020.9,CAD,2024-01-12,Refund #1768
t001769,3780,8794.98,GBP,2024-03-10,Transfer #1769
t001770,10264,13621.25,CAD,2025-07-08,Transfer #1770
t001771,9833,4352.8,CHF,2023-08-11,Charge #1771
t001772,7203,10128.25,BRL,2023-03-17,Refund #1772
t001773,10901,-2640.16,GBP,2024-05-04,Payment #1773
t001774,2134,19525.79,BRL,2025-01-13,Adjustment #1774
t001775,2376,14361.3,CNY,2024-01-23,Invoice #1775
t001776,2207,7203.15,GBP,2025-02-08,"Weird ""quoted"", comma, desc"
t001777,9185,-4301.75,CNY,2024-06-11,Transfer #1777
t001778,5915,-3920.99,BRL,2024-08-29,Refund #1778
t001779,3446,19477.92,BRL,2024-02-19,Refund #1779
t001780,8653,-4463.64,AUD,2025-02-21,Refund #1780
t001781,1110,9413.73,MXN,2024-01-04,Payment #1781
t001782,8684,8449.62,BRL,2025-05-21,Invoice #1782
t001783,3987,6254.17,CNY,2023-11-24,Charge #1783
t001784,1428,14002.17,MXN,2023-05-13,Payment #1784
t001785,10194,5902.75,USD,2023-08-29,Payment #1785
t001786,10935,17153.78,GBP,2025-06-11,Payment #1786
t001787,10628,11233.83,CNY,2024-07-24,Adjustment #1787
t001788,1058,15364.54,CAD,2025-08-15,Payment #1788
t001789,1803,16808.93,EUR,2025-10-20,Transfer #1789
t001790,7656,11669.29,CHF,2023-02-19,Refund #1790
t001791,9584,6545.81,AUD,2025-10-12,Payment #1791
t001792,2387,1938.26,CNY,2025-08-08,Invoice #1792
t001793,7320,7663.01,CAD,2023-08-04,Adjustment #1793
t001794,6503,5670.06,CNY,2025-04-01,Refund #1794
t001795,8111,-4295.72,AUD,2025-07-09,Invoice #1795
t001796,6210,19043.88,BRL,2025-03-10,Transfer #1796
t001797,10224,12146.17,CNY,2023-12-09,Invoice #1797
t001798,1605,3852.53,CAD,2024-02-24,Refund #1798
t001799,7575,1003.95,CNY,2025-07-30,Refund #1799
t001800,9695,14560.89,CNY,2030-01-01,Refund #1800
t001801,1736,-3782.3,BRL,2023-08-05,Charge #1801
t001802,8651,13675.19,CHF,2025-05-02,Transfer #1802
t001803,8748,-271.58,CHF,2023-09-05,Adjustment #1803
t001804,3142,13270.57,AUD,2025-10-14,Refund #1804
t001805,9350,6231.87,JPY,2025-10-19,Charge #1805
t001806,10949,968.95,CNY,2024-11-13,Transfer #1806
t001807,10013,2672.37,CHF,2024-04-26,Refund #1807
t001808,7335,10110.26,CNY,2025-08-19,Payment #1808
t001809,3908,3766.7,USD,2023-06-14,Adjustment #1809
t001810,4280,-3460.45,MXN,2024-06-04,Charge #1810
t001811,10469,-1922.78,MXN,2025-10-02,Payment #1811
t001812,10459,-2773.83,MXN,2024-01-23,Invoice #1812
t001813,7055,974.39,USD,2024-03-11,Transfer #1813
t001814,2251,1132.89,CHF,2025-09-06,Adjustment #1814
t001815,4552,-4009.86,MXN,2025-12-22,Invoice #1815
t001816,9448,14946.06,AUD,2025-02-04,Invoice #1816
t001817,4858,3235.6,BRL,2023-12-31,Charge #1817
t001818,3813,-3668.42,CNY,2024-07-20,Adjustment #1818
t001819,9044,1339.53,CHF,2023-09-11,Payment #1819
t001820,4053,8963.26,MXN,2024-02-08,Refund #1820
t001821,7036,-1944.49,GBP,2023-12-05,Invoice #1821
t001822,3252,9475.23,CAD,2025-06-21,Transfer #1822
t001823,8539,7767.08,BRL,2023-01-17,Invoice #1823
t001824,10301,11275.57,AUD,2025-02-03,Transfer #1824
t001825,1909,2906.65,AUD,2025-10-10,Transfer #1825
t001826,8906,14524.37,CNY,2023-06-11,Charge #1826
t001827,5926,96.0,EUR,2024-09-08,Invoice #1827
t001828,5945,11018.48,GBP,2024-12-17,Invoice #1828
t001829,9240,18124.81,CAD,2023-05-21,Transfer #1829
t001830,6414,7373.84,USD,2023-10-16,Charge #1830
t001831,3588,-3745.9,JPY,2025-11-21,Payment #1831
t001832,4082,4513.38,BRL,2025-07-12,Transfer #1832
t001833,6773,19795.28,EUR,2024-06-09,Invoice #1833
t001834,4269,9415.45,MXN,2025-02-12,Charge #1834
t001835,1079,15164.66,CHF,2024-10-07,Refund #1835
t001836,1272,4993.39,JPY,2024-04-11,Adjustment #1836
t001837,5467,1650.56,CAD,2023-05-04,Transfer #1837
t001838,2106,-4608.96,EUR,2025-09-23,Transfer #1838
t001839,10716,6848.58,CNY,2024-01-31,Refund #1839
t001840,5562,16037.34,EUR,2023-08-23,Payment #1840
t001841,2750,16270.02,CAD,2025-10-31,Adjustment #1841
t001842,7811,10282.39,CNY,2023-08-21,Invoice #1842
t001843,3550,14066.52,CNY,2024-05-17,Refund #1843
t001844,8345,19278.27,BRL,2024-03-06,Adjustment #1844
t001845,6025,14914.36,CAD,2023-07-26,Payment #1845
t001846,6324,12915.99,USD,2024-01-22,Refund #1846
t001847,8505,4235.78,USD,2023-07-09,Charge #1847
t001848,5691,16039.07,EUR,2025-02-26,Invoice #1848
t001849,5947,15804.24,BRL,2024-10-24,Refund #1849
t001850,7820,19728.57,USD,2023-12-31,Payment #1850
t001851,4777,3542.07,JPY,2025-03-08,Adjustment #1851
t001852,3780,-1397.85,GBP,2024-08-05,Payment #1852
t001853,9032,15913.34,CAD,2025-06-29,Invoice #1853
t001854,5835,726.85,MXN,2025-02-23,Payment #1854
t001855,6580,15830.01,JPY,2025-08-25,Transfer #1855
t001856,1813,13018.56,USD,2025-05-04,Payment #1856
t001857,5094,18158.45,CHF,2023-06-07,Payment #1857
t001858,8234,9452.25,BRL,2023-08-10,Charge #1858
t001859,4112,3432.43,CAD,2024-06-15,Transfer #1859
t001860,2400,13505.32,USD,2023-12-16,Invoice #1860
t001861,5769,10827.7,AUD,2024-11-23,Charge #1861
t001862,2104,4574.24,USD,2024-11-22,Charge #1862
t001863,5147,11611.44,CAD,2025-12-18,Transfer #1863
t001864,6502,1745.31,GBP,2024-03-23,Transfer #1864
t001865,4229,5868.76,BRL,2023-01-26,Invoice #1865
t001866,9486,3513.6,CNY,2023-05-18,Refund #1866
t001867,8064,12416.06,BRL,2023-08-27,Charge #1867
t001868,2621,11674.57,AUD,2023-12-16,Adjustment #1868
t001869,1976,12597.25,EUR,2024-09-14,Adjustment #1869
t001870,3921,-745.4,CNY,2023-08-26,Transfer #1870
t001871,2682,11260.25,EUR,2024-07-07,Adjustment #1871
t001872,2850,2254.83,JPY,2023-01-15,Payment #1872
t001873,4546,15389.19,BRL,2025-03-23,Adjustment #1873
t001874,10521,-260.98,CAD,2024-08-05,Invoice #1874
t001875,7754,3036.19,USD,2023-09-05,Invoice #1875
t001876,1501,-2298.18,JPY,2023-03-29,Invoice #1876
t001877,1847,10482.0,CHF,2024-09-11,Transfer #1877
t001878,6034,5895.99,CHF,2025-11-17,Adjustment #1878
t001879,7407,5081.14,CNY,2024-08-31,Adjustment #1879
t001880,2215,12275.79,EUR,2025-08-06,Invoice #1880
t001881,10829,-1884.39,MXN,2025-07-25,Transfer #1881
t001882,6357,18735.59,CAD,2025-05-02,Refund #1882
t001883,5475,12346.22,CNY,2023-09-11,Refund #1883
t001884,4136,14897.42,CAD,2023-02-22,Payment #1884
t001885,2612,-232.8,CHF,2024-10-06,Invoice #1885
t001886,4568,-2441.47,MXN,2025-12-28,Invoice #1886
t001887,4864,2245.49,CHF,2024-05-28,Transfer #1887
t001888,1203,13181.65,EUR,2024-05-30,Charge #1888
t001889,3854,18566.74,AUD,2023-06-17,Transfer #1889
t001890,4977,19976.8,EUR,2023-01-21,Invoice #1890
t001891,6131,1172.43,JPY,2023-11-22,Invoice #1891
t001892,9797,5597.8,USD,2025-07-06,Charge #1892
t001893,7306,-4259.05,EUR,2024-02-10,Transfer #1893
t001894,10668,13782.36,AUD,2025-05-23,Transfer #1894
t001895,7474,17748.88,JPY,2023-04-17,Adjustment #1895
t001896,9180,7169.87,EUR,2023-06-03,Payment #1896
t001897,8354,11257.22,EUR,2024-08-21,Transfer #1897
t001898,1849,-4488.4,GBP,2023-03-15,Refund #1898
t001899,2197,-4533.25,CNY,2025-10-06,Invoice #1899
t001900,5648,14956.97,EUR,2025/12/31,Refund #1900
t001901,3996,5806.51,JPY,2023-05-13,Charge #1901
t001902,9714,9815.27,GBP,2023-12-31,Charge #1902
t001903,8118,13811.39,GBP,2024-10-15,Transfer #1903
t001904,4036,488.26,CAD,2023-12-13,Adjustment #1904
t001905,10447,-231.89,MXN,2024-01-28,Transfer #1905
t001906,3727,14426.66,AUD,2025-05-23,Adjustment #1906
t001907,1350,6952.6,USD,2024-07-15,Invoice #1907
t001908,4806,3807.04,AUD,2024-04-18,Payment #1908
t001909,9538,10354.9,BRL,2024-04-26,Payment #1909
t001910,2322,13136.69,CNY,2024-01-19,Transfer #1910
t001911,2326,11270.02,BRL,2024-05-25,Refund #1911
t001912,8661,12997.87,BRL,2023-01-15,Charge #1912
t001913,1055,7390.46,BRL,2023-01-13,Transfer #1913
t001914,10152,8789.47,JPY,2024-08-01,Transfer #1914
t001915,10468,10235.54,MXN,2024-02-10,Refund #1915
t001916,8473,4447.12,MXN,2025-04-29,Invoice #1916
t001917,2159,942.0,USD,2024-10-28,Adjustment #1917
t001918,6873,-3176.02,JPY,2024-07-26,Transfer #1918
t001919,6882,1947.6,EUR,2023-11-30,Refund #1919
t001920,10547,3320.27,CAD,2024-02-06,Invoice #1920
t001921,1567,13562.4,CNY,2023-05-18,Refund #1921
t001922,5820,-2593.31,MXN,2024-03-02,Transfer #1922
t001923,6807,-2256.65,CAD,2023-02-23,Adjustment #1923
t001924,7730,7447.11,BRL,2023-08-08,Transfer #1924
t001925,4775,19433.17,MXN,2024-04-14,Charge #1925
t001926,6825,13353.37,USD,2024-11-17,Transfer #1926
t001927,1499,1295.22,AUD,2024-05-01,Charge #1927
t001928,3333,-1483.33,JPY,2023-10-03,Charge #1928
t001929,8977,16081.95,AUD,2023-03-22,Transfer #1929
t001930,4256,17087.99,EUR,2024-03-19,Transfer #1930
t001931,9930,-2199.08,CHF,2023-06-14,Charge #1931
t001932,2035,17171.07,CHF,2024-04-16,Refund #1932
t001933,6034,11868.64,BRL,2023-10-12,Payment #1933
t001934,2157,17578.95,AUD,2024-10-11,Adjustment #1934
t001935,7933,1104.21,AUD,2024-03-21,Payment #1935
t001936,2437,2645.33,GBP,2024-05-03,Payment #1936
t001937,1265,19907.79,CHF,2025-04-04,Invoice #1937
t001938,4945,-3654.05,MXN,2024-11-15,Adjustment #1938
t001939,5251,11833.3,USD,2023-02-24,Invoice #1939
t001940,9726,-2611.88,USD,2024-05-13,Transfer #1940
t001941,7841,2446.01,BRL,2023-07-09,Transfer #1941
t001942,1614,17942.38,EUR,2023-05-19,Adjustment #1942
t001943,3508,2613.79,JPY,2023-02-18,Adjustment #1943
t001944,2430,6193.48,EUR,2025-11-26,Refund #1944
t001945,7925,-3432.97,CHF,2025-08-21,Adjustment #1945
t001946,8301,11038.24,GBP,2024-01-12,Payment #1946
t001947,5613,9196.8,CNY,2025-09-06,Payment #1947
t001948,4435,11618.5,USD,2024-07-27,Invoice #1948
t001949,6102,11607.29,JPY,2024-03-12,Transfer #1949
t001950,4358,2669.67,EUR,2023-08-02,Payment #1950
t001951,7740,4030.58,USD,2023-02-12,Refund #1951
t001952,7474,-4951.39,USD,2024-08-21,Payment #1952
t001953,4265,-1951.03,BRL,2025-01-20,Refund #1953
t001954,8459,9280.62,EUR,2023-04-07,Transfer #1954
t001955,8740,13995.98,EUR,2023-09-19,Transfer #1955
t001956,4802,9919.9,BRL,2025-05-16,Transfer #1956
t001957,8607,-1738.08,CAD,2025-09-28,Charge #1957
t001958,2258,12769.32,CNY,2025-10-14,Transfer #1958
t001959,10073,17655.58,AUD,2025-10-02,Charge #1959
t001960,8801,13388.75,BRL,2023-05-11,Invoice #1960
t001961,9194,7009.57,CAD,2023-09-21,Invoice #1961
t001962,10937,8426.12,CHF,2024-04-02,Adjustment #1962
t001963,8479,11080.58,EUR,2023-03-27,Refund #1963
t001964,9302,6913.79,USD,2024-07-17,Refund #1964
t001965,2916,9673.22,BRL,2024-11-30,Transfer #1965
t001966,9214,5247.23,CHF,2023-06-23,Transfer #1966
t001967,8476,15707.48,GBP,2024-07-28,Payment #1967
t001968,9824,8888.01,USD,2025-10-18,Adjustment #1968
t001969,7599,14471.49,USD,2024-05-22,Transfer #1969
t001970,2753,3695.9,AUD,2024-10-15,Adjustment #1970
t001971,6431,10495.41,CNY,2023-08-06,Adjustment #1971
t001972,6330,960.65,MXN,2023-10-15,Payment #1972
t001973,6927,17513.19,JPY,2024-01-27,Invoice #1973
t001974,10561,-432.49,CAD,2024-10-09,Refund #1974
t001975,1510,18578.88,GBP,2025-11-23,Refund #1975
t001976,7890,17410.13,USD,2023-10-15,Payment #1976
t001977,8672,19088.35,CAD,2024-12-28,Invoice #1977
t001978,8515,8973.05,JPY,2024-01-16,Payment #1978
t001979,6675,3976.03,BRL,2024-11-20,Invoice #1979
t001980,6237,1674.5,USD,2025-07-10,Adjustment #1980
t001981,10724,11938.27,AUD,2025-08-16,Transfer #1981
t001982,9247,16863.18,CHF,2023-12-04,Transfer #1982
t001983,3219,19373.86,CAD,2023-03-06,Transfer #1983
t001984,1635,6388.3,EUR,2023-01-19,Refund #1984
t001985,1355,14225.71,CNY,2024-09-27,Charge #1985
t001986,2115,19679.17,EUR,2024-08-27,Charge #1986
t001987,2731,12202.07,BRL,2025-10-04,Adjustment #1987
t001988,1256,17312.62,JPY,2023-07-14,Payment #1988
t001989,6090,8798.79,MXN,2025-09-17,Payment #1989
t001990,9550,5460.96,JPY,2023-11-02,Charge #1990
t001991,3066,14239.77,JPY,2025-10-16,Payment #1991
t001992,5240,9073.77,MXN,2025-08-20,Payment #1992
t001993,2884,15130.11,CAD,2025-10-25,Charge #1993
t001994,8639,14464.71,GBP,2024-05-11,Invoice #1994
t001995,6347,6581.1,USD,2024-08-07,Transfer #1995
t001996,5813,603.22,USD,2025-08-07,Invoice #1996
t001997,3206,2698.94,MXN,2025-05-16,Adjustment #1997
t001998,10279,19796.94,AUD,2024-06-09,🧾 unicode receipt
t001999,1981,13869.07,USD,2024-06-18,Invoice #1999
t002000,999999,19565.31,AUD,2025-06-24,Adjustment #2000
t002001,10746,16958.76,CHF,2023-10-20,Refund #2001
t002002,7619,16037.02,EUR,2024-08-03,Charge #2002
t002003,1366,2062.75,CHF,2023-09-06,Payment #2003
t002004,4140,-3520.3,CHF,2025-05-22,Refund #2004
t002005,5016,-1602.52,CAD,2024-06-25,Refund #2005
t002006,7209,15389.77,CAD,2025-11-10,Payment #2006
t002007,3721,6592.91,CNY,2023-06-15,Charge #2007
t002008,1932,-4460.65,JPY,2024-05-10,Charge #2008
t002009,5437,-54.74,EUR,2024-12-26,Charge #2009
t002010,8685,2400.45,BRL,2024-03-06,Charge #2010
t002011,3263,2880.06,EUR,2024-02-25,Payment #2011
t002012,2197,15540.48,JPY,2023-08-12,Transfer #2012
t002013,2089,-2161.43,USD,2023-10-09,Payment #2013
t002014,7213,-4710.49,CAD,2024-05-22,Transfer #2014
t002015,7587,11240.38,GBP,2023-04-19,Payment #2015
t002016,6907,16778.58,EUR,2023-06-04,Transfer #2016
t002017,6068,1619.46,MXN,2025-06-15,Transfer #2017
t002018,5004,13706.57,BRL,2024-02-14,Adjustment #2018
t002019,5351,11744.37,BRL,2025-05-19,Payment #2019
t002020,3027,15812.98,CAD,2024-10-02,Transfer #2020
t002021,10354,12885.57,JPY,2024-07-07,Transfer #2021
t002022,3322,5327.18,CAD,2025-12-29,Refund #2022
t002023,6398,2864.59,AUD,2024-10-10,Adjustment #2023
t002024,3527,5036.9,EUR,2025-01-25,Payment #2024
t002025,9747,-2338.34,CNY,2024-09-28,Payment #2025
t002026,3998,14976.81,EUR,2024-02-04,Refund #2026
t002027,10096,4260.95,GBP,2024-12-13,Adjustment #2027
t002028,1917,12341.61,BRL,2023-12-18,Adjustment #2028
t002029,9485,-4243.5,USD,2025-10-12,Refund #2029
t002030,1747,16821.46,CHF,2023-06-30,Adjustment #2030
t002031,8391,15207.38,BRL,2024-06-14,Refund #2031
t002032,3155,3953.21,JPY,2025-08-27,Charge #2032
t002033,9007,7060.59,JPY,2024-07-14,Adjustment #2033
t002034,7399,1613.58,CNY,2024-05-17,Payment #2034
t002035,6016,5678.45,USD,2023-04-10,Charge #2035
t002036,1143,4663.3,CHF,2025-11-12,Invoice #2036
t002037,7393,2441.28,MXN,2023-09-15,Transfer #2037
t002038,8496,4103.86,BRL,2024-03-01,Charge #2038
t002039,8580,9842.32,CHF,2024-12-21,Transfer #2039
t002040,5756,11330.62,MXN,2023-02-12,Adjustment #2040
t002041,2650,-1507.16,USD,2024-06-04,Payment #2041
t002042,8665,-1071.0,BRL,2024-06-02,Refund #2042
t002043,4246,10076.31,USD,2023-07-09,Charge #2043
t002044,1991,9337.62,CNY,2024-03-31,Invoice #2044
t002045,5144,6718.37,AUD,2023-10-21,Charge #2045
t002046,3230,4014.22,CAD,2025-09-03,Refund #2046
t002047,4298,-1890.62,MXN,2023-04-27,Invoice #2047
t002048,3158,4293.32,GBP,2024-08-31,Invoice #2048
t002049,10790,7712.89,CHF,2024-06-13,Refund #2049
t002050,3533,6498.23,CNY,2025-01-02,Invoice #2050
t002051,4978,5684.49,AUD,2024-06-25,Adjustment #2051
t002052,7786,13147.72,BRL,2024-09-19,Adjustment #2052
t002053,6806,12781.36,BRL,2025-07-23,Transfer #2053
t002054,9308,16896.16,EUR,2025-07-07,Transfer #2054
t002055,4163,13141.2,AUD,2024-08-12,Transfer #2055
t002056,3355,5986.22,CAD,2025-12-19,Invoice #2056
t002057,3175,16250.16,JPY,2023-02-18,Invoice #2057
t002058,4495,9992.53,GBP,2025-03-18,Transfer #2058
t002059,3120,6894.93,CAD,2025-08-03,Charge #2059
t002060,5434,12762.3,JPY,2023-03-24,Refund #2060
t002061,7381,3408.91,BRL,2023-07-23,Payment #2061
t002062,3677,8810.79,GBP,2025-10-30,Payment #2062
t002063,3012,19120.6,BRL,2023-01-14,Invoice #2063
t002064,3151,8297.42,CNY,2023-11-28,Payment #2064
t002065,8813,14373.62,JPY,2024-11-24,Adjustment #2065
t002066,6842,-757.3,CHF,2023-10-04,Charge #2066
t002067,7882,7259.2,JPY,2024-01-09,Invoice #2067
t002068,4444,2958.64,JPY,2024-03-20,Invoice #2068
t002069,8485,-161.84,EUR,2025-06-21,Adjustment #2069
t002070,4539,10197.78,CNY,2024-01-19,Payment #2070
t002071,6648,-2007.66,USD,2023-10-10,Charge #2071
t002072,1024,7242.93,EUR,2023-05-19,Refund #2072
t002073,4174,17350.85,JPY,2025-12-04,Charge #2073
t002074,10327,11662.07,MXN,2024-12-04,Invoice #2074
t002075,9139,-3292.92,BRL,2025-09-02,Invoice #2075
t002076,2826,19239.8,BRL,2024-01-07,Payment #2076
t002077,10181,9194.87,GBP,2023-05-15,Adjustment #2077
t002078,8425,549.53,CNY,2025-01-10,Payment #2078
t002079,8804,10567.42,GBP,2025-08-14,Charge #2079
t002080,4732,-2363.74,EUR,2025-09-02,Invoice #2080
t002081,5509,18533.54,JPY,2025-11-25,Refund #2081
t002082,1847,17343.09,EUR,2025-07-18,Transfer #2082
t002083,7114,10163.43,USD,2025-12-12,Invoice #2083
t002084,7750,8602.77,USD,2023-01-01,Adjustment #2084
t002085,1964,6801.72,EUR,2023-02-26,Adjustment #2085
t002086,8825,-2865.21,EUR,2023-09-06,Adjustment #2086
t002087,10574,16131.74,JPY,2024-12-12,Invoice #2087
t002088,5020,9905.22,BRL,2025-04-26,Payment #2088
t002089,3153,864.43,CAD,2024-11-02,Adjustment #2089
t002090,9456,13039.53,BRL,2023-08-24,Charge #2090
t002091,6911,6136.99,CNY,2023-03-02,Invoice #2091
t002092,3742,-84.7,CHF,2025-12-12,Adjustment #2092
t002093,1929,14859.14,USD,2024-08-02,Payment #2093
t002094,8617,3405.51,EUR,2024-07-26,Payment #2094
t002095,4622,18318.88,USD,2025-06-27,Adjustment #2095
t002096,9950,5579.92,BRL,2025-11-22,Transfer #2096
t002097,8940,3113.55,CHF,2024-11-23,Payment #2097
t002098,10629,3469.49,CAD,2024-09-13,Refund #2098
t002099,1707,2416.9,AUD,2023-12-27,Invoice #2099
t002100,7404,5307.54,,2025-03-16,Invoice #2100
t002101,8297,-550.47,MXN,2024-11-25,Payment #2101
t002102,9851,17781.8,JPY,2023-10-03,Payment #2102
t002103,6054,14830.75,GBP,2024-07-07,Transfer #2103
t002104,6308,17832.61,JPY,2025-04-01,Invoice #2104
t002105,2738,7174.85,MXN,2024-06-18,Transfer #2105
t002106,4169,18226.67,CNY,2024-02-17,Adjustment #2106
t002107,5695,-2334.52,MXN,2025-07-08,Refund #2107
t002108,1550,6040.49,CHF,2025-05-09,Adjustment #2108
