account_id,account_name,type,currency
3180,Account 3180,revenue,CAD
3181,Account 3181,expense,USD
3182,Account 3182,asset,MXN
3183,Account 3183,expense,USD
3184,Account 3184,equity,CHF
3185,Account 3185,asset,CAD
3186,Account 3186,equity,CNY
3187,Account 3187,revenue,CHF
3188,Account 3188,equity,GBP
3189,Account 3189,expense,BRL
3190,Account 3190,revenue,USD
3191,Account 3191,liability,AUD
3192,Account 3192,revenue,CHF
3193,Account 3193,equity,CNY
3194,Account 3194,expense,BRL
3195,Account 3195,expense,CAD
3196,Account 3196,asset,GBP
3197,Account 3197,asset,BRL
3198,Account 3198,revenue,JPY
3199,Account 3199,equity,CHF
3200,Account 3200,revenue,CAD
3201,Account 3201,asset,EUR
3202,Account 3202,expense,EUR
3203,Account 3203,expense,CAD
3204,Account 3204,revenue,CNY
3205,Account 3205,liability,GBP
3206,Account 3206,asset,MXN
3207,Account 3207,liability,AUD
3208,Account 3208,liability,BRL
3209,Account 3209,asset,MXN
3210,Account 3210,asset,CNY
3211,Account 3211,asset,AUD
3212,Account 3212,expense,CNY
3213,Account 3213,equity,EUR
3214,Account 3214,expense,USD
3215,Account 3215,equity,USD
3216,Account 3216,equity,MXN
3217,Account 3217,equity,AUD
3218,Account 3218,equity,EUR
3219,Account 3219,equity,EUR
3220,Account 3220,liability,CAD
3221,Account 3221,expense,CNY
3222,Account 3222,equity,BRL
3223,Account 3223,equity,MXN
3224,Account 3224,expense,CNY
3225,Account 3225,liability,JPY
3226,Account 3226,expense,BRL
3227,Account 3227,revenue,AUD
3228,Account 3228,liability,EUR
3229,Account 3229,expense,CNY
3230,Account 3230,equity,JPY
3231,Account 3231,equity,BRL
3232,Account 3232,equity,GBP
3233,Account 3233,liability,GBP
3234,Account 3234,equity,JPY
3235,Account 3235,revenue,EUR
3236,Account 3236,liability,CHF
3237,Account 3237,equity,BRL
3238,Account 3238,asset,BRL
3239,Account 3239,equity,AUD
3240,Account 3240,equity,CNY
3241,Account 3241,expense,CHF
3242,Account 3242,revenue,MXN
3243,Account 3243,asset,CHF
3244,Account 3244,asset,USD
3245,Account 3245,expense,EUR
3246,Account 3246,asset,USD
3247,Account 3247,liability,JPY
3248,Account 3248,liability,JPY
3249,Account 3249,revenue,EUR
3250,Account 3250,asset,JPY
3251,Account 3251,liability,CHF
3252,Account 3252,asset,BRL
3253,Account 3253,expense,CAD
3254,Account 3254,equity,CHF
3255,Account 3255,liability,CHF
3256,Account 3256,expense,GBP
3257,Account 3257,equity,JPY
3258,Account 3258,asset,MXN
3259,Account 3259,expense,MXN
3260,Account 3260,revenue,CHF
3261,Account 3261,asset,USD
3262,Account 3262,revenue,GBP
3263,Account 3263,equity,AUD
3264,Account 3264,liability,BRL
3265,Account 3265,equity,CHF
3266,Account 3266,equity,GBP
3267,Account 3267,liability,JPY
3268,Account 3268,expense,EUR
3269,Account 3269,asset,EUR
3270,Account 3270,liability,CHF
3271,Account 3271,asset,MXN
3272,Account 3272,asset,MXN
3273,Account 3273,revenue,CHF
3274,Account 3274,revenue,EUR
3275,Account 3275,liability,CNY
3276,Account 3276,revenue,USD
3277,Account 3277,revenue,AUD
3278,Account 3278,liability,USD
3279,Account 3279,liability,BRL
3280,Account 3280,equity,USD
3281,Account 3281,equity,JPY
3282,Account 3282,expense,CNY
3283,Account 3283,equity,BRL
3284,Account 3284,asset,BRL
3285,Account 3285,equity,GBP
3286,Account 3286,liability,CHF
3287,Account 3287,asset,CHF
3288,Account 3288,liability,MXN
3289,Account 3289,equity,CHF
3290,Account 3290,expense,CAD
3291,Account 3291,revenue,GBP
3292,Account 3292,liability,BRL
3293,Account 3293,revenue,BRL
3294,Account 3294,revenue,GBP
3295,Account 3295,equity,CHF
3296,Account 3296,expense,CHF
3297,Account 3297,asset,CAD
3298,Account 3298,revenue,AUD
3299,Account 3299,liability,CNY
3300,Account 3300,equity,GBP
3301,Account 3301,asset,BRL
3302,Account 3302,expense,CAD
3303,Account 3303,expense,JPY
3304,Account 3304,equity,JPY
3305,Account 3305,asset,CHF
3306,Account 3306,revenue,CHF
3307,Account 3307,equity,AUD
3308,Account 3308,expense,USD
3309,Account 3309,revenue,GBP
3310,Account 3310,revenue,CHF
3311,Account 3311,asset,CAD
3312,Account 3312,liability,CHF
3313,Account 3313,equity,USD
3314,Account 3314,asset,GBP
3315,Account 3315,liability,MXN
3316,Account 3316,asset,GBP
3317,Account 3317,equity,MXN
3318,Account 3318,asset,EUR
3319,Account 3319,asset,AUD
3320,Account 3320,revenue,USD
3321,Account 3321,asset,CAD
3322,Account 3322,asset,EUR
3323,Account 3323,revenue,CHF
3324,Account 3324,asset,CNY
3325,Account 3325,liability,JPY
3326,Account 3326,expense,MXN
3327,Account 3327,expense,MXN
3328,Account 3328,expense,BRL
3329,Account 3329,asset,MXN
3330,Account 3330,asset,CHF
3331,Account 3331,asset,CNY
3332,Account 3332,asset,CNY
3333,Account 3333,asset,CAD
3334,Account 3334,revenue,CHF
3335,Account 3335,asset,JPY
3336,Account 3336,revenue,CNY
3337,Account 3337,asset,JPY
3338,Account 3338,expense,MXN
3339,Account 3339,expense,USD
3340,Account 3340,expense,EUR
3341,Account 3341,equity,GBP
3342,Account 3342,liability,MXN
3343,Account 3343,equity,JPY
3344,Account 3344,liability,JPY
3345,Account 3345,revenue,USD
3346,Account 3346,equity,CHF
3347,Account 3347,liability,CAD
3348,Account 3348,asset,USD
3349,Account 3349,equity,CNY
3350,Account 3350,expense,CHF
3351,Account 3351,equity,CAD
3352,Account 3352,revenue,GBP
3353,Account 3353,revenue,GBP
3354,Account 3354,expense,CHF
3355,Account 3355,liability,EUR
3356,Account 3356,liability,GBP
3357,Account 3357,equity,JPY
3358,Account 3358,liability,CAD
3359,Account 3359,liability,CNY
3360,Account 3360,asset,CHF
3361,Account 3361,expense,CHF
3362,Account 3362,asset,JPY
3363,Account 3363,asset,JPY
3364,Account 3364,asset,GBP
3365,Account 3365,equity,AUD
3366,Account 3366,revenue,BRL
3367,Account 3367,liability,GBP
3368,Account 3368,asset,JPY
3369,Account 3369,equity,CAD
3370,Account 3370,liability,BRL
3371,Account 3371,expense,AUD
3372,Account 3372,revenue,CNY
3373,Account 3373,revenue,CNY
3374,Account 3374,liability,CNY
3375,Account 3375,equity,BRL
3376,Account 3376,revenue,MXN
3377,Account 3377,liability,USD
3378,Account 3378,revenue,GBP
3379,Account 3379,liability,MXN
3380,Account 3380,revenue,BRL
3381,Account 3381,liability,BRL
3382,Account 3382,expense,AUD
3383,Account 3383,expense,BRL
3384,Account 3384,revenue,AUD
3385,Account 3385,equity,CAD
3386,Account 3386,liability,CNY
3387,Account 3387,asset,JPY
3388,Account 3388,liability,CHF
3389,Account 3389,liability,JPY
3390,Account 3390,asset,CAD
3391,Account 3391,asset,CHF
3392,Account 3392,asset,CNY
3393,Account 3393,equity,MXN
3394,Account 3394,equity,GBP
3395,Account 3395,asset,CHF
3396,Account 3396,revenue,CHF
3397,Account 3397,equity,AUD
3398,Account 3398,liability,BRL
3399,Account 3399,expense,GBP
3400,Account 3400,equity,JPY
3401,Account 3401,liability,AUD
3402,Account 3402,equity,CHF
3403,Account 3403,asset,MXN
3404,Account 3404,revenue,CHF
3405,Account 3405,asset,GBP
3406,Account 3406,equity,EUR
3407,Account 3407,equity,EUR
3408,Account 3408,expense,EUR
3409,Account 3409,liability,CNY
3410,Account 3410,equity,EUR
3411,Account 3411,expense,BRL
3412,Account 3412,asset,GBP
3413,Account 3413,expense,GBP
3414,Account 3414,asset,JPY
3415,Account 3415,revenue,GBP
3416,Account 3416,asset,GBP
3417,Account 3417,equity,BRL
3418,Account 3418,expense,AUD
3419,Account 3419,expense,USD
3420,Account 3420,asset,BRL
3421,Account 3421,asset,CHF
3422,Account 3422,revenue,JPY
3423,Account 3423,equity,CHF
3424,Account 3424,equity,EUR
3425,Account 3425,expense,MXN
3426,Account 3426,revenue,CNY
3427,Account 3427,asset,CHF
3428,Account 3428,revenue,MXN
3429,Account 3429,liability,CHF
3430,Account 3430,expense,BRL
3431,Account 3431,revenue,AUD
3432,Account 3432,expense,CNY
3433,Account 3433,asset,CHF
3434,Account 3434,liability,AUD
3435,Account 3435,liability,GBP
3436,Account 3436,asset,CHF
3437,Account 3437,revenue,GBP
3438,Account 3438,liability,EUR
3439,Account 3439,liability,BRL
3440,Account 3440,equity,CAD
3441,Account 3441,liability,MXN
3442,Account 3442,revenue,CAD
3443,Account 3443,expense,AUD
3444,Account 3444,expense,GBP
3445,Account 3445,equity,EUR
3446,Account 3446,expense,USD
3447,Account 3447,liability,USD
3448,Account 3448,liability,CNY
3449,Account 3449,equity,EUR
3450,Account 3450,liability,CHF
3451,Account 3451,asset,CNY
3452,Account 3452,liability,USD
3453,Account 3453,liability,JPY
3454,Account 3454,liability,CHF
3455,Account 3455,expense,CNY
3456,Account 3456,equity,USD
3457,Account 3457,revenue,CAD
3458,Account 3458,liability,AUD
3459,Account 3459,equity,AUD
3460,Account 3460,expense,EUR
3461,Account 3461,liability,MXN
3462,Account 3462,equity,EUR
3463,Account 3463,equity,EUR
3464,Account 3464,equity,CHF
3465,Account 3465,revenue,EUR
3466,Account 3466,revenue,AUD
3467,Account 3467,equity,CNY
3468,Account 3468,asset,
3469,Account 3469,expense,MXN
3470,Account 3470,liability,CAD
3471,Account 3471,asset,GBP
3472,Account 3472,equity,CHF
3473,Account 3473,expense,EUR
3474,Account 3474,equity,CAD
3475,Account 3475,liability,AUD
3476,Account 3476,equity,CNY
3477,Account 3477,asset,CHF
3478,Account 3478,equity,CAD
3479,Account 3479,asset,AUD
3480,Account 3480,liability,CNY
3481,Account 3481,equity,USD
3482,Account 3482,expense,CHF
3483,Account 3483,expense,BRL
3484,Account 3484,asset,CHF
3485,Account 3485,expense,GBP
3486,Account 3486,expense,MXN
3487,Account 3487,revenue,CNY
3488,Account 3488,equity,CAD
3489,Account 3489,expense,EUR
3490,Account 3490,revenue,AUD
3491,Account 3491,liability,CAD
3492,Account 3492,revenue,CNY
3493,Account 3493,equity,MXN
3494,Account 3494,revenue,GBP
3495,Account 3495,asset,USD
3496,Account 3496,equity,CHF
3497,Account 3497,asset,CHF
3498,Account 3498,asset,MXN
3499,Account 3499,liability,BRL
1042,Account 3500,expense,BRL
3501,Account 3501,asset,EUR
3502,Account 3502,expense,CNY
3503,Account 3503,revenue,JPY
3504,Account 3504,equity,MXN
3505,Account 3505,equity,BRL
3506,Account 3506,equity,JPY
3507,Account 3507,expense,GBP
3508,Account 3508,expense,CHF
3509,Account 3509,equity,AUD
3510,Account 3510,liability,BRL
3511,Account 3511,equity,CHF
3512,Account 3512,expense,JPY
3513,Account 3513,revenue,CNY
3514,Account 3514,revenue,MXN
3515,Account 3515,liability,CAD
3516,Account 3516,liability,AUD
3517,Account 3517,liability,CAD
3518,Account 3518,liability,CHF
3519,Account 3519,expense,BRL
3520,Account 3520,equity,CNY
3521,Account 3521,asset,EUR
3522,Account 3522,expense,USD
3523,Account 3523,asset,EUR
3524,Account 3524,expense,CNY
3525,Account 3525,expense,CAD
3526,Account 3526,asset,JPY
3527,Account 3527,liability,BRL
3528,Account 3528,asset,CNY
3529,Account 3529,asset,MXN
3530,Account 3530,expense,CNY
3531,Account 3531,equity,JPY
3532,Account 3532,equity,USD
3533,Account 3533,liability,AUD
3534,Account 3534,expense,USD
3535,Account 3535,liability,CHF
3536,Account 3536,revenue,GBP
3537,Account 3537,asset,CNY
3538,Account 3538,equity,CHF
3539,Account 3539,liability,CNY
3540,Account 3540,liability,USD
3541,Account 3541,revenue,GBP
3542,Account 3542,asset,EUR
3543,Account 3543,asset,JPY
3544,Account 3544,expense,BRL
3545,Account 3545,expense,MXN
3546,Account 3546,equity,GBP
3547,Account 3547,equity,USD
3548,Account 3548,asset,CAD
3549,Account 3549,equity,JPY
3550,Account 3550,equity,CNY
3551,Account 3551,revenue,BRL
3552,Account 3552,revenue,GBP
3553,Account 3553,equity,GBP
3554,Account 3554,expense,MXN
3555,Account 3555,equity,USD
3556,Account 3556,revenue,EUR
3557,Account 3557,expense,CHF
3558,Account 3558,asset,CHF
3559,Account 3559,asset,CHF
3560,Account 3560,revenue,BRL
3561,Account 3561,asset,CHF
3562,Account 3562,revenue,CHF
3563,Account 3563,equity,JPY
3564,Account 3564,expense,MXN
3565,Account 3565,equity,AUD
3566,Account 3566,liability,BRL
3567,Account 3567,expense,AUD
3568,Account 3568,equity,USD
3569,Account 3569,expense,CAD
3570,Account 3570,revenue,CAD
3571,Account 3571,expense,GBP
3572,Account 3572,liability,BRL
3573,Account 3573,expense,BRL
3574,Account 3574,equity,CHF
3575,Account 3575,asset,JPY
3576,Account 3576,liability,JPY
3577,Account 3577,asset,MXN
3578,Account 3578,revenue,CAD
3579,Account 3579,equity,EUR
3580,Account 3580,expense,BRL
3581,Account 3581,revenue,GBP
3582,Account 3582,equity,JPY
3583,Account 3583,liability,GBP
3584,Account 3584,expense,GBP
3585,Account 3585,liability,GBP
3586,Account 3586,revenue,GBP
3587,Account 3587,liability,GBP
3588,Account 3588,liability,CNY
3589,Account 3589,revenue,EUR
3590,Account 3590,asset,CAD
3591,Account 3591,asset,AUD
3592,Account 3592,equity,USD
3593,Account 3593,equity,USD
3594,Account 3594,expense,BRL
3595,Account 3595,equity,BRL
3596,Account 3596,expense,CNY
3597,Account 3597,revenue,AUD
3598,Account 3598,liability,CHF
3599,Account 3599,revenue,MXN
3600,Account 3600,liability,CNY
3601,Account 3601,liability,USD
3602,Account 3602,equity,MXN
3603,Account 3603,expense,CHF
3604,Account 3604,asset,CHF
3605,Account 3605,revenue,MXN
3606,Account 3606,liability,AUD
3607,Account 3607,asset,CHF
3608,Account 3608,expense,BRL
3609,Account 3609,asset,USD
3610,Account 3610,liability,MXN
3611,Account 3611,equity,CAD
3612,Account 3612,revenue,BRL
3613,Account 3613,equity,JPY
3614,Account 3614,liability,CHF
3615,Account 3615,revenue,GBP
3616,Account 3616,revenue,AUD
3617,Account 3617,equity,BRL
3618,Account 3618,revenue,EUR
3619,Account 3619,expense,MXN
3620,Account 3620,liability,MXN
3621,Account 3621,revenue,BRL
3622,Account 3622,expense,JPY
3623,Account 3623,expense,EUR
3624,Account 3624,equity,EUR
3625,Account 3625,equity,GBP
3626,Account 3626,asset,JPY
3627,Account 3627,liability,CHF
3628,Account 3628,expense,MXN
3629,Account 3629,liability,EUR
3630,Account 3630,liability,AUD
3631,Account 3631,asset,EUR
3632,Account 3632,expense,AUD
3633,Account 3633,liability,CHF
3634,Account 3634,equity,BRL
3635,Account 3635,expense,JPY
3636,Account 3636,revenue,CHF
3637,Account 3637,equity,USD
3638,Account 3638,expense,CAD
3639,Account 3639,liability,USD
3640,Account 3640,liability,JPY
3641,Account 3641,expense,CAD
3642,Account 3642,expense,BRL
3643,Account 3643,revenue,BRL
3644,Account 3644,revenue,CHF
3645,Account 3645,equity,JPY
3646,Account 3646,revenue,USD
3647,Account 3647,expense,CAD
3648,Account 3648,revenue,CNY
3649,Account 3649,liability,CNY
3650,Account 3650,equity,CHF
3651,Account 3651,liability,JPY
3652,Account 3652,revenue,BRL
3653,Account 3653,equity,AUD
3654,Account 3654,expense,CAD
3655,Account 3655,expense,CNY
3656,Account 3656,revenue,AUD
3657,Account 3657,liability,EUR
3658,Account 3658,revenue,MXN
3659,Account 3659,equity,CNY
3660,Account 3660,expense,CAD
3661,Account 3661,asset,EUR
3662,Account 3662,revenue,GBP
3663,Account 3663,revenue,BRL
3664,Account 3664,revenue,JPY
3665,Account 3665,equity,MXN
3666,Account 3666,revenue,AUD
3667,Account 3667,revenue,CNY
3668,Account 3668,equity,AUD
3669,Account 3669,expense,EUR
3670,Account 3670,liability,USD
3671,Account 3671,liability,GBP
3672,Account 3672,revenue,CAD
3673,Account 3673,liability,EUR
3674,Account 3674,expense,CAD
3675,Account 3675,asset,CAD
3676,Account 3676,expense,CHF
3677,Account 3677,asset,USD
3678,Account 3678,expense,CHF
3679,Account 3679,asset,CAD
3680,Account 3680,revenue,CNY
3681,Account 3681,liability,CAD
3682,Account 3682,expense,JPY
3683,Account 3683,liability,GBP
3684,Account 3684,revenue,AUD
3685,Account 3685,liability,EUR
3686,Account 3686,equity,EUR
3687,Account 3687,asset,USD
3688,Account 3688,revenue,BRL
3689,Account 3689,expense,AUD
3690,Account 3690,equity,JPY
3691,Account 3691,equity,AUD
3692,Account 3692,liability,CHF
3693,Account 3693,liability,CNY
3694,Account 3694,equity,AUD
3695,Account 3695,equity,MXN
3696,Account 3696,equity,CHF
3697,Account 3697,revenue,BRL
3698,Account 3698,expense,CHF
3699,Account 3699,liability,CAD
3700,Account 3700,expense,JPY
3701,Account 3701,revenue,MXN
3702,Account 3702,revenue,EUR
3703,Account 3703,revenue,USD
3704,Account 3704,asset,CHF
3705,Account 3705,liability,BRL
3706,Account 3706,revenue,AUD
3707,Account 3707,equity,USD
3708,Account 3708,expense,AUD
3709,Account 3709,revenue,USD
3710,Account 3710,expense,JPY
3711,Account 3711,equity,GBP
3712,Account 3712,asset,CHF
3713,Account 3713,revenue,GBP
3714,Account 3714,expense,CHF
3715,Account 3715,expense,MXN
3716,Account 3716,liability,EUR
3717,Account 3717,expense,MXN
3718,Account 3718,liability,JPY
3719,Account 3719,asset,MXN
3720,Account 3720,liability,CHF
3721,Account 3721,equity,JPY
3722,Account 3722,revenue,CHF
3723,Account 3723,revenue,MXN
3724,Account 3724,liability,CAD
3725,Account 3725,liability,EUR
3726,Account 3726,revenue,CAD
3727,Account 3727,expense,CNY
3728,Account 3728,expense,JPY
3729,Account 3729,equity,AUD
3730,Account 3730,liability,BRL
3731,Account 3731,asset,EUR
3732,Account 3732,asset,CHF
3733,Account 3733,asset,EUR
3734,Account 3734,asset,JPY
3735,Account 3735,revenue,EUR
3736,Account 3736,expense,USD
3737,Account 3737,liability,CAD
3738,Account 3738,liability,USD
3739,Account 3739,expense,GBP
3740,Account 3740,revenue,MXN
3741,Account 3741,revenue,AUD
3742,Account 3742,revenue,AUD
3743,Account 3743,asset,BRL
3744,Account 3744,asset,EUR
3745,Account 3745,asset,JPY
3746,Account 3746,expense,CAD
3747,Account 3747,equity,AUD
3748,Account 3748,liability,GBP
3749,Account 3749,revenue,MXN
3750,Account 3750,asset,CAD
3751,Account 3751,liability,MXN
3752,Account 3752,expense,GBP
3753,Account 3753,asset,GBP
3754,Account 3754,expense,CAD
3755,Account 3755,equity,GBP
3756,Account 3756,expense,MXN
3757,Account 3757,revenue,BRL
3758,Account 3758,liability,USD
3759,Account 3759,equity,CHF
3760,Account 3760,asset,JPY
3761,Account 3761,expense,JPY
3762,Account 3762,liability,BRL
3763,Account 3763,asset,GBP
3764,Account 3764,asset,GBP
3765,Account 3765,expense,BRL
3766,Account 3766,asset,EUR
3767,Account 3767,revenue,CNY
3768,Account 3768,asset,MXN
3769,Account 3769,liability,USD
3770,Account 3770,asset,CNY
3771,Account 3771,expense,CNY
3772,Account 3772,liability,BRL
3773,Account 3773,asset,GBP
3774,Account 3774,liability,AUD
3775,Account 3775,asset,CNY
3776,Account 3776,revenue,USD
3777,Account 3777,asset,BRL
3778,Account 3778,liability,CHF
3779,Account 3779,asset,EUR
3780,Account 3780,expense,GBP
3781,Account 3781,revenue,CHF
3782,Account 3782,revenue,AUD
3783,Account 3783,liability,USD
3784,Account 3784,expense,BRL
3785,Account 3785,liability,JPY
3786,Account 3786,asset,AUD
3787,Account 3787,expense,CHF
3788,Account 3788,revenue,CHF
3789,Account 3789,expense,GBP
3790,Account 3790,equity,EUR
3791,Account 3791,equity,BRL
3792,Account 3792,revenue,AUD
3793,Account 3793,revenue,CNY
3794,Account 3794,equity,EUR
3795,Account 3795,asset,CHF
3796,Account 3796,liability,AUD
3797,Account 3797,revenue,JPY
3798,Account 3798,equity,BRL
3799,Account 3799,expense,USD
3800,Account 3800,equity,MXN
3801,Account 3801,liability,USD
3802,Account 3802,equity,BRL
3803,Account 3803,equity,GBP
3804,Account 3804,revenue,CAD
3805,Account 3805,equity,MXN
3806,Account 3806,liability,CHF
3807,Account 3807,expense,CHF
3808,Account 3808,liability,CNY
3809,Account 3809,revenue,BRL
3810,Account 3810,expense,BRL
3811,Account 3811,asset,CAD
3812,Account 3812,equity,CAD
3813,Account 3813,asset,EUR
3814,Account 3814,liability,USD
3815,Account 3815,liability,CAD
3816,Account 3816,expense,GBP
3817,Account 3817,asset,USD
3818,Account 3818,equity,MXN
3819,Account 3819,expense,CHF
3820,Account 3820,equity,CNY
3821,Account 3821,revenue,USD
3822,Account 3822,revenue,GBP
3823,Account 3823,equity,CAD
3824,Account 3824,asset,GBP
3825,Account 3825,expense,CAD
3826,Account 3826,expense,USD
3827,Account 3827,revenue,CHF
3828,Account 3828,expense,BRL
3829,Account 3829,asset,CNY
3830,Account 3830,revenue,CHF
3831,Account 3831,asset,CAD
3832,Account 3832,revenue,CAD
3833,Account 3833,liability,CHF
3834,Account 3834,asset,CAD
3835,Account 3835,liability,CHF
3836,Account 3836,expense,GBP
3837,Account 3837,liability,CHF
3838,Account 3838,liability,CNY
3839,Account 3839,liability,CHF
3840,Account 3840,equity,MXN
3841,Account 3841,asset,CNY
3842,Account 3842,revenue,AUD
3843,Account 3843,expense,CAD
3844,Account 3844,liability,EUR
3845,Account 3845,equity,MXN
3846,Account 3846,equity,BRL
3847,Account 3847,liability,CHF
3848,Account 3848,equity,AUD
3849,Account 3849,revenue,BRL
3850,Account 3850,equity,BRL
3851,Account 3851,revenue,MXN
3852,Account 3852,expense,BRL
3853,Account 3853,equity,GBP
3854,Account 3854,equity,CHF
3855,Account 3855,liability,MXN
3856,Account 3856,equity,JPY
3857,Account 3857,revenue,AUD
3858,Account 3858,expense,MXN
3859,Account 3859,asset,USD
3860,Account 3860,revenue,CNY
3861,Account 3861,asset,CHF
3862,Account 3862,liability,JPY
3863,Account 3863,asset,JPY
3864,Account 3864,liability,GBP
3865,Account 3865,revenue,USD
3866,Account 3866,revenue,CHF
3867,Account 3867,equity,CHF
3868,Account 3868,equity,CNY
3869,Account 3869,liability,CAD
3870,Account 3870,asset,AUD
3871,Account 3871,revenue,EUR
3872,Account 3872,liability,JPY
3873,Account 3873,revenue,CNY
3874,Account 3874,liability,GBP
3875,Account 3875,revenue,JPY
3876,Account 3876,asset,CNY
3877,Account 3877,expense,CNY
3878,Account 3878,liability,CAD
3879,Account 3879,revenue,AUD
3880,Account 3880,liability,AUD
3881,Account 3881,equity,CAD
3882,Account 3882,equity,JPY
3883,Account 3883,asset,CNY
3884,Account 3884,expense,CAD
3885,Account 3885 – São_Paulo,asset,BRL
3886,Account 3886,revenue,MXN
3887,Account 3887,expense,CAD
3888,Account 3888,liability,CNY
3889,Account 3889,asset,MXN
3890,Account 3890,asset,JPY
3891,Account 3891,equity,USD
3892,Account 3892,revenue,CHF
3893,Account 3893,equity,EUR
3894,Account 3894,revenue,CHF
3895,Account 3895,liability,EUR
3896,Account 3896,asset,MXN
3897,Account 3897,expense,CNY
3898,Account 3898,equity,CHF
3899,Account 3899,asset,GBP
3900,Account 3900,expense,JPY
3901,Account 3901,expense,EUR
3902,Account 3902,liability,BRL
3903,Account 3903,asset,AUD
3904,Account 3904,equity,USD
3905,Account 3905,equity,MXN
3906,Account 3906,revenue,CAD
3907,Account 3907,expense,CHF
3908,Account 3908,expense,EUR
3909,Account 3909,liability,AUD
3910,Account 3910,equity,GBP
3911,Account 3911,expense,MXN
3912,Account 3912,equity,GBP
3913,Account 3913,equity,CNY
3914,Account 3914,equity,GBP
3915,Account 3915,liability,CAD
3916,Account 3916,revenue,MXN
3917,Account 3917,revenue,CNY
3918,Account 3918,asset,CAD
3919,Account 3919,expense,MXN
3920,Account 3920,revenue,BRL
3921,Account 3921,liability,BRL
3922,Account 3922,revenue,CNY
3923,Account 3923,asset,JPY
3924,Account 3924,liability,BRL
3925,Account 3925,equity,AUD
3926,Account 3926,equity,EUR
3927,Account 3927,expense,USD
3928,Account 3928,liability,GBP
3929,Account 3929,revenue,EUR
3930,Account 3930,asset,CAD
3931,Account 3931,asset,GBP
3932,Account 3932,equity,EUR
3933,Account 3933,revenue,USD
3934,Account 3934,revenue,CAD
3935,Account 3935,revenue,AUD
3936,Account 3936,expense,USD
3937,Account 3937,revenue,GBP
3938,Account 3938,equity,GBP
3939,Account 3939,liability,CHF
3940,Account 3940,equity,JPY
3941,Account 3941,equity,AUD
3942,Account 3942,equity,EUR
3943,Account 3943,asset,MXN
3944,Account 3944,equity,CHF
3945,Account 3945,asset,JPY
3946,Account 3946,liability,USD
3947,Account 3947,revenue,GBP
3948,Account 3948,equity,JPY
3949,Account 3949,asset,AUD
3950,Account 3950,asset,CAD
3951,Account 3951,expense,JPY
3952,Account 3952,revenue,CAD
3953,Account 3953,asset,JPY
3954,Account 3954,expense,GBP
3955,Account 3955,expense,CHF
3956,Account 3956,asset,BRL
3957,Account 3957,expense,CNY
3958,Account 3958,equity,CAD
3959,Account 3959,liability,GBP
3960,Account 3960,equity,AUD
3961,Account 3961,equity,USD
3962,Account 3962,asset,GBP
3963,Account 3963,equity,JPY
3964,Account 3964,revenue,AUD
3965,Account 3965,expense,EUR
3966,Account 3966,asset,BRL
3967,Account 3967,revenue,BRL
3968,Account 3968,revenue,GBP
3969,Account 3969,equity,JPY
3970,Account 3970,asset,JPY
3971,Account 3971,expense,USD
3972,Account 3972,equity,JPY
3973,Account 3973,liability,EUR
3974,Account 3974,revenue,MXN
3975,Account 3975,liability,CAD
3976,Account 3976,expense,CHF
3977,Account 3977,equity,GBP
3978,Account 3978,expense,GBP
3979,Account 3979,equity,EUR
3980,Account 3980,expense,JPY
3981,Account 3981,equity,BRL
3982,Account 3982,expense,CHF
3983,Account 3983,liability,GBP
3984,Account 3984,liability,CNY
3985,Account 3985,equity,GBP
3986,Account 3986,liability,JPY
3987,Account 3987,equity,EUR
3988,Account 3988,expense,EUR
3989,Account 3989,equity,EUR
3990,Account 3990,revenue,CAD
3991,Account 3991,equity,CHF
3992,Account 3992,asset,EUR
3993,Account 3993,revenue,EUR
3994,Account 3994,asset,BRL
3995,Account 3995,expense,MXN
3996,Account 3996,revenue,AUD
3997,Account 3997,revenue,EUR
3998,Account 3998,liability,CAD
3999,Account 3999,liability,EUR
4000,Account 4000,asset,CNY
4001,Account 4001,equity,JPY
4002,Account 4002,equity,CNY
4003,Account 4003,equity,GBP
4004,Account 4004,equity,GBP
4005,Account 4005,liability,USD
4006,Account 4006,revenue,CAD
4007,Account 4007,expense,EUR
4008,Account 4008,equity,CNY
4009,Account 4009,expense,BRL
4010,Account 4010,liability,MXN
4011,Account 4011,expense,AUD
4012,Account 4012,liability,EUR
4013,Account 4013,liability,GBP
4014,Account 4014,asset,MXN
4015,Account 4015,asset,JPY
4016,Account 4016,expense,GBP
4017,Account 4017,liability,GBP
4018,Account 4018,asset,EUR
4019,Account 4019,expense,CNY
4020,Account 4020,expense,BRL
4021,Account 4021,expense,GBP
4022,Account 4022,expense,MXN
4023,Account 4023,asset,CNY
4024,Account 4024,expense,BRL
4025,Account 4025,expense,CNY
4026,Account 4026,equity,CNY
4027,Account 4027,equity,CHF
4028,Account 4028,asset,CHF
4029,Account 4029,asset,AUD
4030,Account 4030,expense,USD
4031,Account 4031,liability,CHF
4032,Account 4032,equity,MXN
4033,Account 4033,asset,CHF
4034,Account 4034,expense,CHF
4035,Account 4035,asset,GBP
4036,  Account 4036  ,revenue,AUD
4037,Account 4037,expense,JPY
4038,Account 4038,revenue,AUD
4039,Account 4039,liability,MXN
4040,Account 4040,revenue,CNY
4041,Account 4041,asset,CHF
4042,Account 4042,liability,AUD
4043,Account 4043,expense,CAD
4044,Account 4044,equity,CAD
4045,Account 4045,liability,CNY
4046,Account 4046,equity,EUR
